Timestamp,CableLength,CableWeightMeter,CableRadius,CableVolumeMeter,WaterDensity,Gravity,PayloadWeight,PayloadVolume,WinchRadius,WinchWeight,WinchFriction,CableLengthOnWinch,CableLengthInWater,CableSpeed,CableAcceleration,WinchAngularSpeed,WinchAngularAcceleration,MotorTorque,MotorPower,Motor1Current,Motor2Current,Motor3Current,Motor4Current,Motor5Current,Motor6Current,Id
11/13/2025 16:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1998.3358,1.6641737,0.5498624,0.1,0.1,0.125,-6660.676,4.5780687,2.1685588,2.0480833,1.8071325,1.9276078,2.40951,1.4457059,11
11/13/2025 16:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1998.0197,1.9803782,0.6023569,0.1,0.1,0.125,-6641.046,5.00035,2.3685868,2.2369988,1.9738224,2.1054106,2.6317632,1.5790579,12
11/13/2025 16:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1997.6807,2.3192928,0.6541656,0.1,0.1,0.125,-6620.0044,5.413224,2.564159,2.4217055,2.136799,2.2792523,2.8490655,1.7094393,13
11/13/2025 16:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1997.3085,2.6914744,0.7068213,0.1,0.1,0.125,-6596.9136,5.8285494,2.760892,2.607509,2.300743,2.454126,3.0676575,1.8405945,14
11/13/2025 16:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1996.9166,3.083321,0.7584832,0.1,0.1,0.125,-6572.5625,6.2314725,2.95175,2.787764,2.459792,2.6237779,3.2797225,1.9678334,15
11/13/2025 16:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1996.4922,3.5077925,0.8108332,0.1,0.1,0.125,-6546.2227,6.634869,3.1428328,2.968231,2.6190271,2.7936292,3.4920366,2.0952218,16
11/13/2025 16:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1996.0383,3.9616241,0.8633967,0.1,0.1,0.125,-6518.0312,7.034559,3.3321595,3.1470394,2.7767997,2.9619195,3.7023993,2.2214396,17
11/13/2025 16:28:06,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1995.559,4.441063,0.9157514,0.1,0.1,0.125,-6488.2754,7.427059,3.5180805,3.3226318,2.9317338,3.1271827,3.9089787,2.345387,18
11/13/2025 16:28:06,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1995.0586,4.941423,0.9674698,0.1,0.1,0.125,-6457.2144,7.8089504,3.6989765,3.4934778,3.0824804,3.2879794,4.109974,2.4659843,19
11/13/2025 16:28:07,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1994.5319,5.468151,1.0191528,0.1,0.1,0.125,-6424.4985,8.184432,3.8768363,3.6614563,3.230697,3.4460766,4.3075957,2.5845575,20
11/13/2025 16:28:07,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1993.9572,6.042828,1.0727245,0.1,0.1,0.125,-6388.8374,8.566828,4.057971,3.832528,3.3816426,3.6070852,4.508857,2.705314,21
11/13/2025 16:28:08,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1993.339,6.6610446,1.1275526,0.1,0.1,0.125,-6350.4434,8.950574,4.2397456,4.0042043,3.533121,3.7686627,4.7108283,2.826497,22
11/13/2025 16:28:08,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1992.7279,7.272116,1.1793662,0.1,0.1,0.125,-6312.505,9.305944,4.4080787,4.1631856,3.6733992,3.9182925,4.8978653,2.9387195,23
11/13/2025 16:28:09,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1992.0516,7.948403,1.2341634,0.1,0.1,0.125,-6270.513,9.673548,4.582207,4.32764,3.8185055,4.0730724,5.091341,3.0548043,24
11/13/2025 16:28:09,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1991.3458,8.654198,1.288922,0.1,0.1,0.125,-6226.715,10.032187,4.7520885,4.488084,3.960074,4.224079,5.280099,3.1680593,25
11/13/2025 16:28:10,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1990.6237,9.376295,1.3427014,0.1,0.1,0.125,-6181.854,10.375481,4.9147015,4.641662,4.0955844,4.3686233,5.4607797,3.2764673,26
11/13/2025 16:28:11,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1989.857,10.142903,1.397555,0.1,0.1,0.125,-6134.2603,10.716208,5.0760984,4.7940936,4.2300825,4.512088,5.6401095,3.3840659,27
11/13/2025 16:28:11,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1989.0529,10.94716,1.4529098,0.1,0.1,0.125,-6084.3438,11.050004,5.2342124,4.943423,4.3618436,4.652633,5.8157916,3.489475,28
11/23/2025 05:27:59,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1983.4825,16.517443,1.8146572,0.1,0.1,0.125,-5738.527,13.016825,6.1658645,5.823316,5.1382203,5.480768,6.8509607,4.110576,29
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1983.0498,16.950222,1.8382008,0.1,0.1,0.125,-5711.6396,13.123926,6.2165966,5.87123,5.180497,5.5258636,6.9073296,4.1443977,30
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.9319,17.068079,1.8445902,0.1,0.1,0.125,-5704.3228,13.152672,6.230213,5.88409,5.191844,5.537967,6.922459,4.1534753,31
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.8318,17.168192,1.8500017,0.1,0.1,0.125,-5698.1133,13.176899,6.2416887,5.8949285,5.2014074,5.5481677,6.93521,4.161126,32
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.7185,17.28154,1.8561084,0.1,0.1,0.125,-5691.0693,13.204052,6.2545505,5.9070754,5.212126,5.5596013,6.9495006,4.1697006,33
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.5945,17.4055,1.862763,0.1,0.1,0.125,-5683.372,13.233471,6.268486,5.9202366,5.2237387,5.571988,6.9649844,4.178991,34
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.4658,17.5342,1.8696467,0.1,0.1,0.125,-5675.3867,13.263711,6.2828107,5.9337654,5.2356753,5.5847206,6.9809003,4.18854,35
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.3478,17.652233,1.8759385,0.1,0.1,0.125,-5668.0693,13.291188,6.295826,5.946058,5.2465215,5.5962896,6.995362,4.1972175,36
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.2223,17.777699,1.882603,0.1,0.1,0.125,-5660.2666,13.3200445,6.3094945,5.958967,5.2579126,5.6084394,7.0105495,4.20633,37
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1982.0902,17.909746,1.8895912,0.1,0.1,0.125,-5652.0684,13.350124,6.3237433,5.9724245,5.269786,5.621105,7.0263815,4.215829,38
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.9438,18.056135,1.8973068,0.1,0.1,0.125,-5642.9893,13.383103,6.3393645,5.9871783,5.282804,5.634991,7.0437384,4.226243,39
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.7961,18.203905,1.9050635,0.1,0.1,0.125,-5633.8047,13.415944,6.354921,6.0018697,5.2957673,5.6488185,7.0610228,4.236614,40
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.6772,18.322742,1.9112812,0.1,0.1,0.125,-5626.427,13.442106,6.3673134,6.0135736,5.3060946,5.6598344,7.0747924,4.2448754,41
11/23/2025 05:28:00,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.5573,18.442793,1.9175419,0.1,0.1,0.125,-5618.9883,13.4683075,6.379725,6.0252957,5.3164372,5.6708665,7.088583,4.2531495,42
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.4076,18.592422,1.9253136,0.1,0.1,0.125,-5609.6973,13.500533,6.3949895,6.039712,5.329158,5.684435,7.105544,4.263326,43
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.259,18.740984,1.9329991,0.1,0.1,0.125,-5600.467,13.532123,6.4099526,6.0538445,5.341627,5.697736,7.12217,4.273302,44
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.1359,18.864145,1.9393498,0.1,0.1,0.125,-5592.8154,13.558032,6.422226,6.0654354,5.351855,5.7086453,7.1358066,4.2814837,45
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1981.0149,18.98507,1.9455651,0.1,0.1,0.125,-5585.3003,13.583207,6.4341507,6.076698,5.361792,5.7192454,7.1490564,4.289434,46
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1980.8767,19.123285,1.9526435,0.1,0.1,0.125,-5576.7227,13.61169,6.4476423,6.0894403,5.3730354,5.731238,7.1640472,4.298428,47
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1980.7643,19.235682,1.9583827,0.1,0.1,0.125,-5569.7393,13.634602,6.4584956,6.0996904,5.3820796,5.740885,7.1761065,4.3056636,48
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1980.5155,19.484505,1.9710069,0.1,0.1,0.125,-5554.3003,13.684456,6.482111,6.121993,5.401759,5.761876,7.202345,4.3214073,49
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1980.368,19.631903,1.978457,0.1,0.1,0.125,-5545.1606,13.713578,6.4959054,6.135022,5.4132543,5.7741385,7.2176723,4.3306036,50
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1980.2449,19.755175,1.9846681,0.1,0.1,0.125,-5537.5093,13.737649,6.5073075,6.1457906,5.4227567,5.7842736,7.2303414,4.338205,51
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1980.0807,19.919315,1.9929044,0.1,0.1,0.125,-5527.3076,13.769245,6.522274,6.1599255,5.4352283,5.7975764,7.2469716,4.3481827,52
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1979.9456,20.054468,1.9996632,0.1,0.1,0.125,-5518.912,13.794957,6.5344534,6.1714287,5.445378,5.808403,7.260504,4.3563023,53
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1979.8208,20.179197,2.0058815,0.1,0.1,0.125,-5511.169,13.818441,6.545577,6.1819344,5.4546475,5.818291,7.272864,4.3637185,54
11/23/2025 05:28:01,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1979.652,20.34805,2.0142643,0.1,0.1,0.125,-5500.679,13.849778,6.560421,6.195954,5.4670177,5.8314857,7.2893567,4.3736143,55
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1979.4745,20.525461,2.0230339,0.1,0.1,0.125,-5489.6875,13.88228,6.575817,6.2104936,5.4798474,5.8451705,7.3064632,4.383878,56
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1979.3066,20.693392,2.031301,0.1,0.1,0.125,-5479.2583,13.912529,6.590145,6.224026,5.491788,5.857907,7.322384,4.39343,57
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1979.1448,20.855253,2.0392385,0.1,0.1,0.125,-5469.193,13.941236,6.603743,6.2368684,5.503119,5.8699937,7.3374925,4.4024954,58
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.9703,21.029705,2.0477576,0.1,0.1,0.125,-5458.3687,13.971769,6.6182065,6.2505283,5.515172,5.88285,7.3535624,4.4121375,59
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.7677,21.232264,2.057602,0.1,0.1,0.125,-5445.783,14.006568,6.63469,6.266096,5.5289083,5.897502,7.3718777,4.4231267,60
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.626,21.37405,2.0644698,0.1,0.1,0.125,-5436.9775,14.030596,6.646072,6.276845,5.538393,5.907619,7.384524,4.4307146,61
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.4727,21.527363,2.0718696,0.1,0.1,0.125,-5427.4746,14.056276,6.658236,6.288334,5.54853,5.9184318,7.3980403,4.438824,62
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.3667,21.6333,2.07697,0.1,0.1,0.125,-5420.901,14.0738125,6.6665425,6.2961793,5.555452,5.925816,7.4072695,4.444362,63
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.2428,21.757244,2.0829206,0.1,0.1,0.125,-5413.204,14.094092,6.676149,6.3052516,5.5634575,5.9343543,7.417943,4.450766,64
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.1367,21.863323,2.088001,0.1,0.1,0.125,-5406.615,14.111272,6.684287,6.3129377,5.5702386,5.941588,7.4269853,4.456191,65
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1978.0078,21.992153,2.094153,0.1,0.1,0.125,-5398.6147,14.131906,6.6940603,6.322168,5.578384,5.9502764,7.437845,4.462707,66
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1977.8824,22.117607,2.1001265,0.1,0.1,0.125,-5390.826,14.151771,6.70347,6.331055,5.5862255,5.95864,7.4483,4.4689803,67
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1977.746,22.254002,2.106601,0.1,0.1,0.125,-5382.355,14.173094,6.713571,6.340595,5.594642,5.9676185,7.4595227,4.4757137,68
11/23/2025 05:28:02,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1977.5797,22.420235,2.1144629,0.1,0.1,0.125,-5372.0317,14.198703,6.725702,6.3520513,5.604751,5.978401,7.4730015,4.483801,69
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1977.4261,22.573849,2.121703,0.1,0.1,0.125,-5362.498,14.222035,6.7367535,6.3624897,5.6139617,5.9882255,7.4852815,4.491169,70
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1977.2952,22.704786,2.1278565,0.1,0.1,0.125,-5354.361,14.241639,6.74604,6.3712597,5.6217,5.99648,7.4955997,4.4973598,71
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1977.1201,22.879837,2.1360517,0.1,0.1,0.125,-5343.491,14.2674675,6.7582736,6.3828144,5.631895,6.007355,7.509193,4.505516,72
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1976.9346,23.065485,2.1447077,0.1,0.1,0.125,-5331.968,14.294391,6.771027,6.394859,5.642523,6.018691,7.5233636,4.514018,73
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1976.7545,23.245493,2.1530683,0.1,0.1,0.125,-5320.795,14.3200445,6.783179,6.4063354,5.652649,6.0294924,7.536865,4.5221195,74
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1976.5977,23.402298,2.1603267,0.1,0.1,0.125,-5311.0635,14.342041,6.793598,6.4161763,5.661332,6.038754,7.548443,4.5290656,75
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1976.3955,23.604435,2.1696432,0.1,0.1,0.125,-5298.5083,14.369842,6.806767,6.428613,5.672306,6.0504594,7.5630746,4.5378447,76
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1976.1783,23.821634,2.179608,0.1,0.1,0.125,-5285.0273,14.399111,6.820631,6.4417076,5.68386,6.0627832,7.57848,4.5470877,77
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1976.0013,23.998705,2.187702,0.1,0.1,0.125,-5274.036,14.422525,6.8317227,6.4521823,5.6931024,6.0726423,7.590803,4.5544815,78
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1975.8136,24.18644,2.19625,0.1,0.1,0.125,-5262.3613,14.446827,6.843234,6.4630547,5.7026944,6.0828743,7.6035933,4.5621557,79
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1975.6305,24.369549,2.204556,0.1,0.1,0.125,-5251.006,14.470171,6.854292,6.4734974,5.71191,6.0927033,7.6158795,4.5695276,80
11/23/2025 05:28:03,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1975.4529,24.547174,2.212584,0.1,0.1,0.125,-5239.9844,14.492383,6.864813,6.483434,5.7206774,6.102056,7.6275697,4.576542,81
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1975.2651,24.734823,2.2210326,0.1,0.1,0.125,-5228.34,14.515392,6.875712,6.493728,5.72976,6.1117444,7.63968,4.583808,82
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1975.079,24.921038,2.2293854,0.1,0.1,0.125,-5216.7715,14.537744,6.8863,6.5037274,5.738583,6.1211553,7.6514444,4.590866,83
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1974.9159,25.084057,2.2366738,0.1,0.1,0.125,-5206.6455,14.556961,6.8954024,6.512325,5.746169,6.1292467,7.661558,4.5969353,84
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1974.7435,25.256428,2.244354,0.1,0.1,0.125,-5195.9424,14.576918,6.9048557,6.5212526,5.7540464,6.1376495,7.672062,4.603237,85
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1974.5922,25.407843,2.2510803,0.1,0.1,0.125,-5186.5605,14.594206,6.913045,6.5289865,5.7608705,6.144929,7.681161,4.6086965,86
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1974.4016,25.598343,2.2595112,0.1,0.1,0.125,-5174.719,14.61542,6.923094,6.5384774,5.7692447,6.153861,7.692326,4.615396,87
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1974.21,25.789993,2.2679615,0.1,0.1,0.125,-5162.817,14.636337,6.933002,6.547835,5.7775016,6.162668,7.703336,4.622001,88
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1973.9849,26.015133,2.2778454,0.1,0.1,0.125,-5148.8496,14.660355,6.9443784,6.5585794,5.786982,6.172781,7.7159758,4.6295857,89
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1973.7952,26.204786,2.2861412,0.1,0.1,0.125,-5137.0693,14.680082,6.953723,6.567405,5.79477,6.1810875,7.726359,4.6358156,90
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1973.6019,26.398018,2.2945623,0.1,0.1,0.125,-5125.076,14.699759,6.9630437,6.5762076,5.8025365,6.189372,7.736715,4.6420293,91
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1973.3699,26.630114,2.3046331,0.1,0.1,0.125,-5110.669,14.722772,6.973944,6.586503,5.81162,6.199062,7.7488275,4.6492963,92
11/23/2025 05:28:04,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1973.176,26.823956,2.3130136,0.1,0.1,0.125,-5098.63,14.741501,6.982816,6.594882,5.8190136,6.206948,7.758685,4.655211,93
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1972.9905,27.009571,2.3210108,0.1,0.1,0.125,-5087.1074,14.75904,6.991124,6.6027284,5.825937,6.214332,7.7679152,4.6607494,94
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1972.7501,27.249886,2.3313189,0.1,0.1,0.125,-5072.1836,14.781097,7.0015726,6.6125965,5.8346434,6.22362,7.779525,4.667715,95
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1972.5992,27.400753,2.3377724,0.1,0.1,0.125,-5062.817,14.794642,7.0079885,6.6186557,5.83999,6.2293234,7.786654,4.6719923,96
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1972.4521,27.54791,2.3440502,0.1,0.1,0.125,-5053.6934,14.807639,7.014145,6.6244698,5.8451204,6.234795,7.793494,4.676097,97
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1972.2877,27.712229,2.3510394,0.1,0.1,0.125,-5043.4756,14.821763,7.020835,6.630789,5.8506956,6.2407427,7.8009276,4.680557,98
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1972.0538,27.946198,2.3609493,0.1,0.1,0.125,-5028.9473,14.841362,7.0301185,6.6395564,5.8584323,6.2489944,7.8112435,4.6867456,99
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1971.918,28.082088,2.366691,0.1,0.1,0.125,-5020.5215,14.85253,7.035409,6.644552,5.8628407,6.253697,7.8171206,4.690273,100
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1971.7717,28.228281,2.372852,0.1,0.1,0.125,-5011.4277,14.864222,7.040947,6.6497836,5.867456,6.2586193,7.823274,4.6939645,101
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1971.6139,28.38613,2.3794858,0.1,0.1,0.125,-5001.6514,14.876699,7.046858,6.6553655,5.872381,6.2638736,7.8298416,4.697905,102
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1971.4424,28.557571,2.3866692,0.1,0.1,0.125,-4990.994,14.889816,7.053071,6.661234,5.877559,6.2693963,7.8367457,4.7020473,103
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1971.2211,28.778946,2.3959088,0.1,0.1,0.125,-4977.255,14.906312,7.060885,6.668613,5.8840704,6.276342,7.8454275,4.7072563,104
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1971.0538,28.94617,2.4028683,0.1,0.1,0.125,-4966.87,14.918419,7.0666194,6.6740294,5.8888497,6.2814393,7.8517995,4.7110796,105
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1970.9102,29.089817,2.4088316,0.1,0.1,0.125,-4957.944,14.928565,7.0714254,6.6785684,5.892854,6.2857113,7.857139,4.714284,106
11/23/2025 05:28:05,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1970.76,29.239935,2.4150476,0.1,0.1,0.125,-4948.6377,14.938995,7.076366,6.6832347,5.896972,6.2901034,7.862629,4.7175775,107
11/23/2025 05:28:06,2000,10,0.025,0.0019634955,1025,9.81,20000,20,0.8,1000,0,1970.5714,29.428568,2.4228332,0.1,0.1,0.125,-4936.9326,14.951707,7.082387,6.688922,5.90199,6.295456,7.8693194,4.7215915,108
